permitnum,comment_n_rows,comment_max_cycle,comment_n_distinct_cycles,comment_n_review_types,comment_n_subjects,comment_has_structural,comment_has_eca,comment_has_fire,comment_has_design_review,comment_has_geotech,comment_avg_length,comment_repeated_correction_rate,comment_unresolved_rate,comment_partial_rate,comment_resubmit_rate,comment_tfidf_23,comment_tfidf_23_44,comment_tfidf_44,comment_tfidf_area,comment_tfidf_building,comment_tfidf_code,comment_tfidf_drainage,comment_tfidf_floor,comment_tfidf_new,comment_tfidf_note,comment_tfidf_permit,comment_tfidf_plan,comment_tfidf_plans,comment_tfidf_project,comment_tfidf_proposed,comment_tfidf_provide,comment_tfidf_required,comment_tfidf_review,comment_tfidf_seattle,comment_tfidf_shall,comment_tfidf_sheet,comment_tfidf_site,comment_tfidf_smc,comment_tfidf_smc_23,comment_tfidf_src,comment_tfidf_stormwater,comment_tfidf_tree,comment_tfidf_trees,comment_tfidf_update,comment_tfidf_wall
6996961-CN,62,3,3,8,31,1,1,0,0,1,427.6290322580645,0.0,0.0,0.0,0.1935483870967742,0.16987322218228326,0.16871021224575491,0.16093804780367882,0.20808915416395682,0.1481614973513503,0.13974454887565965,0.1876224945505835,0.21209833838637362,0.11694723819915916,0.2077576985198015,0.14631908865717436,0.21292915011657643,0.18202591139627242,0.16161446425476236,0.18984937045681743,0.1929397720999806,0.19269810111862049,0.17779854740776913,0.16462701164367716,0.16726483648743054,0.1990767373711582,0.16464547524544806,0.213042823452368,0.14608183551573722,0.18611516521422206,0.20988085058149003,0.23256439386586547,0.19732006666489163,0.13916931638655974,0.217556168236849
6996964-CN,49,2,2,8,22,1,1,0,0,1,475.53061224489795,0.0,0.0,0.0,0.14285714285714285,0.2106801818483231,0.0,0.10005339683239768,0.18575304485337038,0.19706802788915884,0.1605926965167356,0.24208473717489493,0.1419855824785086,0.16591145274349275,0.18971078156935733,0.18982981765246387,0.21953113160943918,0.20004025335423437,0.16947234437988845,0.16997476191923863,0.1785844279255764,0.1821542487720816,0.23607253299132214,0.18671936710969458,0.14529010876824838,0.21044551083081878,0.17707186857946525,0.21357129396675645,0.20560686221387706,0.052426306163692246,0.2481530988956089,0.1958764346066579,0.1753626725741311,0.05110011656521311,0.2144053191199714
6999482-CN,145,3,3,10,28,1,1,1,0,1,610.1586206896552,0.0,0.0,0.0,0.7448275862068966,0.2304566364146423,0.0,0.0,0.21352130605236555,0.20662913028033608,0.16499161684876992,0.16327129644500604,0.19448414347797127,0.10645973748127038,0.16017112710911263,0.1626738093051351,0.23378900328966845,0.2135859829529999,0.15228137428854185,0.18505980118136475,0.2173566623054195,0.20523833000388544,0.2020145630248413,0.17828392602785967,0.22119517476959477,0.20499701370313456,0.17475162737741207,0.20549689816942057,0.2196767376594843,0.04257604660203805,0.14153042208347477,0.16314712436938927,0.2039531771318079,0.22122027216248935,0.18111059985142883
6999881-CN,91,5,5,10,33,1,0,1,0,0,509.2857142857143,0.0,0.0,0.0,0.17582417582417584,0.21666413317090125,0.0,0.05364727955610308,0.17938501288740627,0.23236399417669404,0.18964008131657445,0.2156856638660354,0.08363779395236876,0.15893665807473517,0.17222753716288042,0.22789437364948792,0.17772237999922574,0.18943379848504122,0.16281541204048758,0.13378410786702752,0.20041601601830586,0.20553201935571605,0.22452907264485217,0.20041601601830586,0.1761533099687434,0.1679187165800862,0.16720620448648005,0.19071665750409172,0.2034507162697085,0.20786073010144684,0.23105290906523815,0.20642772242760735,0.2159357843229428,0.15320977864188126,0.09244586287352223
6999936-CN,45,2,2,6,29,0,0,0,0,0,260.9555555555556,0.0,0.0,0.0,0.1111111111111111,0.21703226777363482,0.21554855781025165,0.20561863825023532,0.233389564850118,0.09863257172294576,0.16034507612642782,0.16183031211026863,0.23831355257524203,0.05933735807318055,0.19022201677813486,0.0,0.2175209467064183,0.2035856449325802,0.1339909121560017,0.1541797284272468,0.19932572192401984,0.15921489602432082,0.1653207771169238,0.11733894861700114,0.06576501705777867,0.23829560267351696,0.1728309663670804,0.20591571342689477,0.2207860446794353,0.2207539485208286,0.08626121478285591,0.29249997808315714,0.07031103891979765,0.15749788092838218,0.24755927146470558
7000375-CN,27,2,2,3,14,0,0,0,0,0,470.6666666666667,0.0,0.0,0.0,0.2222222222222222,0.2356364520233086,0.21613328918261224,0.20617643214015233,0.15845219659048276,0.1786581620270664,0.18720252118327863,0.17651261498620913,0.18161290534485933,0.11944954268360283,0.17013857988835554,0.2602176351615797,0.1911997937838658,0.18506917675174778,0.18301445450888462,0.16696439913117983,0.17712834753528298,0.19064302594909105,0.20649737403371007,0.1714775214374103,0.16461370085825455,0.11860556443047787,0.17992821778946191,0.22913298648805153,0.2397120057685812,0.16582774202618775,0.2645530582990491,0.13706745294862827,0.11419374100054508,0.05789643474977035,0.0
7000533-CN,18,2,2,4,11,0,0,0,0,0,416.6666666666667,0.0,0.0,0.0,0.3333333333333333,0.16891912928475072,0.09456688594305153,0.09021036609436676,0.0,0.24072004242388217,0.22859306865994702,0.33865002552996926,0.08306471874981146,0.07669051765768461,0.17764142317425283,0.29815337033703976,0.17244375026469386,0.12783923938742517,0.2137884745982587,0.16026031178165767,0.12235399551831763,0.2269818477611191,0.25215402069490395,0.2017443784616435,0.0,0.1817131083813861,0.15912841482595907,0.21992220642661195,0.1718407442729808,0.1909820689533572,0.34332149678390206,0.0,0.0,0.13207965383164502,0.0
7000591-CN,23,2,2,5,10,0,0,1,0,0,314.69565217391306,0.0,0.0,0.0,0.08695652173913043,0.25789162944680544,0.26425577035208125,0.25208200046225315,0.10382420388380469,0.1685432439708419,0.17534962135386012,0.16771332812406187,0.11277310884005572,0.0,0.18381732222369462,0.16789895415758552,0.17843894651065742,0.17835414425552998,0.16245647738729663,0.188564519176672,0.15120447840218176,0.17411368285326112,0.13779085254668785,0.17070143933491705,0.17784825589206413,0.1952223909723291,0.1872327134236691,0.24210908070963486,0.26235210738746984,0.15313936292320354,0.08939706801899756,0.1683874722823824,0.23297234086059296,0.13127065856985326,0.19210679221712865
7000613-CN,18,2,2,3,11,0,0,0,0,0,407.44444444444446,0.0,0.0,0.0,0.16666666666666666,0.17557050400573834,0.2062737772644665,0.19677112952520404,0.0,0.2551911634959281,0.1894305454492566,0.19118519279694315,0.0,0.07010073758958311,0.14280169382153485,0.2795128646487102,0.13862340881259722,0.16469271899433446,0.19541828918647378,0.19487345629592032,0.18440910514959993,0.19848129184022023,0.20895503943960167,0.15762618972304734,0.07769432871709733,0.21434587244220796,0.14545500006340245,0.20102496832330682,0.1786071607666762,0.22527938988697963,0.2659236232141359,0.16881251898671426,0.21675287402999505,0.0,0.20026564025808788
7000946-CN,95,4,4,8,51,1,1,1,0,1,494.4421052631579,0.0,0.0,0.010526315789473684,0.15789473684210525,0.1803623937679799,0.19133917062844713,0.1882230844594067,0.17464272372484604,0.14973042268778305,0.18135853390773451,0.2603769356467679,0.14712821029241005,0.13583791986774435,0.15532332167995097,0.19252585329860422,0.19335744393343113,0.13373615089733729,0.15741908290381407,0.1693739150869201,0.1993318429601279,0.1712590182443398,0.20128819270047407,0.18959168042955177,0.16903605265729074,0.17063244371461758,0.1840729635321962,0.2012062119720416,0.17966076997923028,0.10242782027503834,0.2757031706954233,0.19089040812026822,0.2161009872085758,0.09983677925415252,0.2057315405624472
7001507-CN,110,3,3,9,60,0,1,0,0,1,551.2181818181818,0.0,0.0,0.0,0.22727272727272727,0.19639425727900775,0.22508507024536,0.21471582136518616,0.18827954705432312,0.1221942541818872,0.155832143691152,0.16175316973402368,0.13481191423382777,0.1762095108142388,0.1675533819107245,0.14710325537953853,0.20215352434836764,0.17115951056504572,0.15234589038822055,0.15678321090986816,0.18563100513382585,0.17900537940108185,0.20580066397739935,0.16144805742256352,0.19894559370538845,0.18579944161832102,0.15746645299619258,0.21086398971484724,0.1948953757507835,0.16431392189914512,0.24311701094659788,0.22368483639786818,0.2237332171582074,0.13455186853695916,0.16241689101414522
7001530-CN,19,2,2,3,11,0,0,0,0,0,383.94736842105266,0.0,0.0,0.0,0.0,0.22292756048243204,0.2286973246613958,0.21816166596551295,0.11216267688835628,0.2153957465625412,0.15344724899413414,0.1461772655020773,0.1877619405373539,0.11248131351253782,0.18002889878421552,0.2709736721088637,0.206738546560831,0.06540537868557579,0.17550390660355694,0.17261746637440145,0.16334822151948938,0.16661347758460857,0.20895724240657593,0.16334822151948938,0.0,0.17212866824872597,0.18337389972977627,0.22536409983908592,0.22678330201243432,0.11738356329688247,0.2520112910919626,0.18191123976055856,0.1878473149153641,0.17633242348084197,0.1346604991908885
7001531-CN,23,2,2,3,14,0,0,0,0,0,427.6521739130435,0.0,0.0,0.0,0.13043478260869565,0.20923681623913692,0.21465223945843032,0.20476361161116857,0.1052743831323097,0.2309388019518618,0.16849515959861064,0.13720001947721489,0.1885440947095265,0.10557345119117442,0.18638481666365095,0.26454141776478957,0.20945712920560655,0.1808453309847218,0.16472561120657392,0.1620164371479422,0.1730857358260366,0.19160667900611617,0.19612446319622745,0.15331644833460012,0.0,0.1477422114307659,0.18161568764757108,0.2115237193771982,0.21285576348923377,0.1816623443993702,0.2365344154409838,0.15015578539063712,0.17631096858057058,0.16550324602762678,0.17813278707178468
7001532-CN,27,4,4,4,8,0,0,0,0,0,355.1111111111111,0.0,0.0,0.0,0.0,0.2597429901225548,0.2849014110787593,0.27177653507268723,0.0,0.18521723127214482,0.16289166154993012,0.19372084485811863,0.10476098514086354,0.09672186099829617,0.15480553684983686,0.25427818369438654,0.1284504772739166,0.16568272390774483,0.17852830071970394,0.1675720302274235,0.11296500318000027,0.16907499768868464,0.2174380583417115,0.1404619441465347,0.0,0.13535506774057235,0.15768187876292836,0.2483309708511221,0.2597153986272144,0.100937269828559,0.2742655830932863,0.19310756167637672,0.16152853584983964,0.19190376246506127,0.0
7002503-CN,103,3,3,7,23,0,0,0,0,0,284.56310679611653,0.0,0.0,0.0,0.11650485436893204,0.23219640112025414,0.2597107192343684,0.24774633136246496,0.17315590187687788,0.16305006331106167,0.16334147990203704,0.16854001226365556,0.17351934417398773,0.13556763959611248,0.18196092394829194,0.21250486533698457,0.191272809040828,0.17529886996693148,0.12272320529616632,0.17054039976220853,0.2053904043057939,0.19393696472508867,0.15028286896663767,0.16362553789265757,0.15599976506149216,0.17466304415098277,0.16420916329349514,0.2168605359966471,0.23536551116329463,0.1938240762669856,0.10835928882500205,0.21701097706095865,0.19343051350301538,0.1319177113273624,0.05270404050276339
7002509-CN,64,2,2,10,28,1,0,1,0,0,321.21875,0.0,0.0,0.0,0.171875,0.2747599653143746,0.0,0.0,0.22621712408626007,0.23944530667737432,0.1959132901056809,0.17606968130385223,0.10411918270393242,0.11914980078809677,0.21125289048110443,0.20004197679946673,0.21637652065129875,0.2260768821171707,0.17743457390614817,0.13490785166412994,0.21886527903469594,0.20917105845088668,0.12721712737020363,0.15760223809333873,0.10654241871497909,0.2009717651603888,0.17286494358119348,0.24324273225989293,0.2647439133311081,0.2450278426610287,0.08253696075247155,0.22137111343127444,0.0,0.09778119977076215,0.1426438859182738
7003359-CN,21,3,3,6,12,0,0,0,0,0,464.14285714285717,0.047619047619047616,0.0,0.0,0.23809523809523808,0.2721421510650458,0.0,0.0,0.07105095977525969,0.2951183027463619,0.179969269852948,0.25851123024854356,0.21545416301920797,0.1859297692742623,0.1451485606786007,0.13803357580091016,0.17519862981600917,0.147218358516279,0.21557491715417626,0.22684395348616693,0.18743976679957758,0.24413656004133397,0.12880980962548863,0.19778950064925163,0.07897119203831265,0.0,0.07044915982784553,0.24726534069708825,0.27121118195245447,0.1560490336581524,0.0,0.24086367605389825,0.22031508763280078,0.12271459409154925,0.14442970195282248
7004518-CN,62,2,2,7,32,0,1,0,0,1,327.1290322580645,0.03225806451612903,0.0,0.0,0.1774193548387097,0.2009046053034712,0.19267033817766513,0.1908241759071511,0.16709654854121658,0.15339629849606407,0.10306877458760189,0.2350705890820384,0.1999904713097969,0.10648236498437878,0.15746976490086262,0.1917288897787293,0.21199308122396351,0.1914856639818519,0.13404375868207827,0.18385967016383545,0.19975666689319851,0.18082920609993797,0.18879430517825654,0.16661665097254635,0.17979820455973328,0.22173635077927145,0.1892599820313093,0.2121784026495149,0.20437943913990192,0.18452853568756605,0.17601790822907257,0.21589417907949682,0.14347122315897845,0.12315981637003201,0.18705842858746768
7005137-CN,93,6,6,5,40,0,0,0,0,0,312.59139784946234,0.0,0.0,0.0,0.06451612903225806,0.22918956676561744,0.24382185534689255,0.23258943776467933,0.1912753976433809,0.11342964792854651,0.14562689524615174,0.23796278814993269,0.1338859808060078,0.13634968564250521,0.14194325260515847,0.19112156963092974,0.1743162935496043,0.1342399983130232,0.1339610189745447,0.16900411169989366,0.13779008502984122,0.16555822991406702,0.19550679615224828,0.1623136543719547,0.13700199959945125,0.17986088929609437,0.18641099988418808,0.21171444345147575,0.2261740770690468,0.07823548843139441,0.2571970140123796,0.26666550227491054,0.23429904694211207,0.15695417303472914,0.05300807313641331
7005139-CN,41,3,3,5,22,0,0,0,0,0,562.3414634146342,0.0,0.0,0.0,0.17073170731707318,0.21413740395822847,0.25158514762039424,0.23999508965969782,0.14461674437225147,0.1362057888275665,0.14574752782284403,0.20213061636599444,0.14240707210393563,0.12289256187148943,0.17784771647138053,0.2065521337201995,0.19531304494552776,0.1427836208384939,0.13128685630681547,0.15487622291099198,0.18154922155867315,0.15380346258289707,0.11999272303815643,0.20086744127120834,0.0,0.1792512506403071,0.21342805945956725,0.21719574850415127,0.2178411114755127,0.12824856293619,0.2385926950953265,0.22108662363676942,0.2588009882127094,0.14751973888098843,0.16609553863031967
7007032-CN,52,2,2,9,29,0,1,0,0,1,396.46153846153845,0.0,0.0,0.0,0.21153846153846154,0.20861409967952296,0.211281791414662,0.20154843381506896,0.18645343003592033,0.19084288587388903,0.1370503685736976,0.19970267572309774,0.19639285277779725,0.14800733913811975,0.1540791460405855,0.15352437895698445,0.19106881262148712,0.1913843109979824,0.14541444575558785,0.15805833605245556,0.16793401334290262,0.1609829678716675,0.21650119306534313,0.17360253123746344,0.11179187224859466,0.1906901417445067,0.19219956112547706,0.20432984991472983,0.20755385308692426,0.13088357966001343,0.16673342282286707,0.2462941939342924,0.18808779379064583,0.16145996134034304,0.2133618325883395
7007502-CN,26,4,4,5,10,0,1,0,0,1,806.3461538461538,0.0,0.0,0.0,0.038461538461538464,0.06349211831212434,0.07459544041826204,0.071158967771809,0.265493379622628,0.059389860178132754,0.05855504079675733,0.0,0.0,0.2156593184372178,0.1877442158971771,0.0,0.25966786331212766,0.16627258873348502,0.16863879210963184,0.16816862137511648,0.19864964243737807,0.18589405459877906,0.24367253974744152,0.16792530089667718,0.11352102570000767,0.23368268855425542,0.2326911270115497,0.2484388581973687,0.0645902741295302,0.0,0.2590727434453809,0.3162177765003468,0.32011292423212534,0.23587254658067777,0.0
7008291-CN,49,3,3,6,21,0,1,0,0,1,482.2857142857143,0.0,0.0,0.0,0.10204081632653061,0.20857167976924978,0.1724444284322234,0.16450023562341617,0.1981610852215489,0.14688593682460074,0.17626423236424035,0.16619893998483143,0.05804699073827933,0.1496176324692113,0.10917307717288971,0.18063934152397879,0.19919195643627435,0.218202637178494,0.17232087544369126,0.15720862870324845,0.14098228759836165,0.2031737123306836,0.2257055750009067,0.2205459902677533,0.24023637198797176,0.05321393240308147,0.20900846606099774,0.2221407336761552,0.1944316822723138,0.1847080001718961,0.07790980982669775,0.2898710095454486,0.2310941687968064,0.18523127266436673,0.06416003928878862
7008655-CN,50,3,3,6,26,0,1,0,0,1,465.4,0.0,0.0,0.0,0.1,0.19230851724805811,0.2125955346691145,0.20280165537096892,0.2433888651955643,0.13814271398138256,0.16688071195717286,0.14706700310517914,0.19845794762482097,0.19623319471234965,0.1365869176276758,0.18175699668734147,0.23825082843619386,0.17533369695036005,0.17338706243579372,0.18245075654213858,0.18841304003251302,0.19552420677383864,0.2328643950806986,0.19169236428845698,0.059765465701247855,0.15773339341517525,0.1641834572986409,0.24479876184883434,0.19563467366820578,0.0,0.1645141099851646,0.2251761168683507,0.22778873918084674,0.14312980702756595,0.0
7008879-CN,72,4,4,11,36,0,1,1,0,1,546.7083333333334,0.0,0.0,0.0,0.2916666666666667,0.20857224087249723,0.0,0.0,0.21318488029164906,0.17354172274799182,0.17434624458670392,0.261062468093206,0.1104141437494774,0.1832555050107355,0.15075414779976665,0.22478787468348016,0.21105066903347516,0.183319369960515,0.13541294611383986,0.17935573797904733,0.21346027496943223,0.20700912843017008,0.24812939551349364,0.1966287975204812,0.09115468833475464,0.17194577369497197,0.15861543243857265,0.23412068720830195,0.19231600863188097,0.1415215169577492,0.29792138233169746,0.16420520353452328,0.09745577703714564,0.1179074165236035,0.17908094298750502
7009759-CN,39,2,2,7,30,0,1,0,0,1,487.71794871794873,0.0,0.0,0.0,0.02564102564102564,0.19579116590180348,0.21925130276926175,0.2091508046631965,0.2221868051834347,0.08698150654093043,0.16727776416997375,0.22458887769812155,0.18718184359476064,0.17281792676189053,0.14180493070064393,0.156231933262961,0.226003715797064,0.14382704885024256,0.14587383269575166,0.13596710318315242,0.18283618657708192,0.1927858965786009,0.20331805017717622,0.18601844583792213,0.09819654720752255,0.171596870836013,0.1983223324506941,0.22067424163910293,0.19470548576361205,0.15245430130578735,0.30005949930133896,0.1676341989768624,0.14796333063061967,0.09012162775264551,0.17489307481416935
7010637-CN,16,4,4,6,9,0,0,0,0,0,377.1875,0.0,0.0,0.0,0.4375,0.091448896791385,0.10744122126123645,0.10249160482495683,0.0,0.20412442370443085,0.23545121700886854,0.34869437025599087,0.0943731490912715,0.182854532122715,0.08457696117053295,0.3983437094739226,0.2987749551319083,0.14524327271560897,0.25390345124456465,0.24221644053645972,0.0,0.08374348132378479,0.2974396931062062,0.21424083892886245,0.0,0.08651553357953996,0.08614843117895192,0.14360717775109036,0.09303059134933189,0.09092858378133784,0.2658233292086083,0.0,0.0,0.21149352385219358,0.0
7010939-CN,55,3,3,7,13,0,0,0,1,0,418.8727272727273,0.0,0.0,0.0,0.03636363636363636,0.0952826048012382,0.0,0.0,0.15750757287085737,0.05263945636323061,0.18886534574001645,0.27842600233628056,0.1515429906998549,0.17707937173066302,0.19950579135698743,0.231441631856019,0.24817391011603415,0.08937920037562606,0.1323987993660798,0.1814161925112088,0.17167447202166725,0.20327159352454674,0.23918847590605852,0.21315350286318324,0.10061793479091187,0.17021885787461635,0.1999987466292461,0.1773502739250191,0.05724877792829661,0.17231093137574124,0.3430616451910756,0.23936183809111516,0.23558892503039147,0.1522619877267023,0.10868472448740396
7012035-CN,30,3,3,4,17,0,0,0,0,0,389.76666666666665,0.0,0.0,0.0,0.06666666666666667,0.23039093444177636,0.2544592337542238,0.24273677201218263,0.17088940655377124,0.11465812669103047,0.12854305887295087,0.22271353400532348,0.1264976135348742,0.11679046905185911,0.17840530610276487,0.18757836762703284,0.19444759284695534,0.092767894512448,0.1256673128750462,0.16324759435156136,0.17318528247380355,0.1395724341659858,0.19623726008710415,0.15448149462942817,0.10443273067465395,0.20846599668320218,0.21406228183487264,0.22162415638597627,0.2343757620339358,0.05807672266453221,0.22586063916638485,0.2766521135228868,0.21778327105067835,0.17431979084972768,0.06662466401362344
7012737-CN,49,2,2,6,17,1,0,0,0,0,483.1224489795918,0.0,0.0,0.0,0.16326530612244897,0.1976624772136109,0.20008186384902416,0.1908644659985225,0.16179991606490246,0.11510064133584519,0.1763401958342545,0.2551244755034215,0.16387140717610138,0.19113815653973,0.18280911248501605,0.1656013414149692,0.20816772324438504,0.15974898319965203,0.16918751415318212,0.12766015272910128,0.15730700173238624,0.1810075851074722,0.19790101224066375,0.17746023633549418,0.1420921181711017,0.1437131005219085,0.16928609774870934,0.19343339598094592,0.19451547525213722,0.1742180659234447,0.28887562774841735,0.18619163119953538,0.1922673828543043,0.15978241209443458,0.16420793059012162
7012739-CN,28,1,1,5,19,0,0,0,0,0,224.42857142857142,0.0,0.0,0.0,0.10714285714285714,0.26815504955491487,0.29186303651139,0.2784174514212245,0.18648444646000897,0.14765811238465776,0.14558254167837395,0.09313804454071688,0.07762517478437059,0.15040416848241914,0.18153199853944404,0.1388386677342923,0.25477035867294345,0.1969851358417121,0.06781890666516059,0.17029573794570774,0.19894312382068977,0.14455641418014425,0.0,0.16115116569632154,0.0,0.1986672281737934,0.1978242441065019,0.24312338214493506,0.266668104983557,0.23912650355570234,0.0,0.13924263216606114,0.17821948410350483,0.12343033683195224,0.20474415725721395
7012744-CN,94,3,3,9,25,0,0,0,0,0,418.86170212765956,0.0,0.0,0.0,0.1702127659574468,0.20546224897050924,0.18774952103611206,0.17910025119056125,0.1779385600402195,0.12352219201304698,0.16083056301837742,0.23190042227635765,0.1870984686322862,0.1522584551098856,0.1765314616601653,0.15623893192356134,0.21005807060138848,0.17739958275589068,0.18293648045348443,0.16545171011929333,0.16814496233069912,0.18066598524435074,0.20504805135570509,0.16814496233069912,0.16496276767628562,0.1649832031512864,0.19355346030785647,0.18818504829528707,0.19238759303204303,0.1862211459720032,0.2667246775300158,0.20676386807517536,0.2135109270354027,0.1548748718094105,0.0
7012750-CN,30,3,3,5,11,0,0,0,0,0,403.7,0.0,0.0,0.0,0.06666666666666667,0.2684912418468999,0.26881277425718303,0.25642907170683504,0.1675313365414036,0.14953110402169145,0.11082499965492966,0.21833709163259882,0.18197134139403492,0.1301907466433694,0.1478470488898801,0.19222777154075688,0.17915503856935514,0.12817635425724058,0.12319788165978986,0.17941643435130036,0.13414819874010345,0.17817369463720664,0.1626246462053214,0.14352114006162575,0.06046761424689181,0.1512358229220085,0.18798409568540592,0.25161051851885585,0.2669976242430093,0.0,0.2069619151508246,0.24355500447436956,0.2352557837747617,0.15492932957816347,0.0
7013102-CN,38,3,3,5,11,0,0,1,0,0,338.7368421052632,0.0,0.0,0.0,0.13157894736842105,0.15805999982677907,0.18570108563124602,0.17714618337971136,0.09743898561353234,0.20618467980700847,0.2494666621078849,0.1573989104175276,0.1311828908614107,0.2245231671043655,0.09485130867401247,0.11180283911274208,0.16020325193323046,0.20255884767005877,0.14250829578815247,0.21309230322935419,0.17959979935352816,0.23401532147350076,0.0,0.21994752529977546,0.16691053722552862,0.1997017075275599,0.1361657638217449,0.17300152768135016,0.16079379597224175,0.21917239984594747,0.0,0.23078684825398163,0.262137019031013,0.16388816581525628,0.2725305160779883
7014582-CN,21,1,1,6,14,0,0,0,0,0,408.3333333333333,0.0,0.0,0.0,0.2857142857142857,0.23158206341011142,0.2578459129438745,0.24596743321558254,0.16474937327474012,0.19873730617657823,0.18054178739347068,0.08228265014802992,0.17894959276004982,0.10720215816143906,0.12897917300847767,0.27768976475907603,0.190749643305658,0.16266105387139113,0.2035831963555149,0.16451590360947205,0.10101486865988986,0.1792692523045226,0.17640384576007856,0.1556816979806177,0.07017388937909677,0.1755122314658084,0.1633539499829667,0.2325177956605405,0.23558749269647536,0.1118743276117862,0.24018348863873873,0.2590073167718492,0.17903096020934942,0.0,0.07579990435329004
7015206-CN,70,3,3,7,24,0,1,0,0,1,443.15714285714284,0.014285714285714285,0.0,0.0,0.17142857142857143,0.165482856584769,0.18293998039011247,0.18026310975594456,0.1825119456602474,0.11887279488783396,0.18574404909988826,0.24938190520086284,0.1791704403392564,0.14289269613718933,0.1821729433722087,0.2035115782949778,0.18268120713715671,0.16286179922892238,0.1597901802914251,0.1797551214650997,0.1768426811186152,0.1863329207220317,0.2146343763941388,0.18783115206550988,0.14357631267503984,0.2057556055095631,0.20036623298110443,0.149176358328394,0.13831469666605423,0.14265417050415422,0.28459166294033406,0.18981969995155715,0.18682860240991372,0.11263195504407,0.20215607875715702
7015701-CN,62,3,3,7,14,0,0,1,0,0,434.48387096774195,0.0,0.03225806451612903,0.03225806451612903,0.16129032258064516,0.1947378266215556,0.0,0.0,0.20190588043813737,0.22616716714925453,0.2208303860541129,0.0,0.23920902171735345,0.23037328707340549,0.23148696809162775,0.22735909829146053,0.16450923920991647,0.2329014129918677,0.17065244507472518,0.18475553918729726,0.22471380943602778,0.19799413787755912,0.17175410947331696,0.19723325518952878,0.18636917015677654,0.2528562375068794,0.0,0.15658955537640717,0.16276672988642513,0.2468716592229928,0.0,0.0,0.0,0.144937873497084,0.26744174871259374
7015716-CN,28,3,3,5,25,0,0,0,0,0,346.82142857142856,0.0,0.0,0.0,0.10714285714285714,0.1797345391759139,0.14982859425379982,0.1429262706945754,0.15017677448688066,0.2252543342515123,0.1457753893860031,0.22254920303998454,0.16312094002099337,0.1506034032174039,0.14618854560965794,0.17231490712579256,0.22977053658748664,0.14827317348458535,0.17720365069795366,0.17052132229327596,0.18878276690954132,0.24588579091469642,0.0,0.19920665628093598,0.07953701817756957,0.07125628026273961,0.21849846687207466,0.19502419334369378,0.16080037232767785,0.1954233490841202,0.10432537107343046,0.3567478591539323,0.2889401358724672,0.0729965131014831,0.14546453628342682
7016457-CN,19,2,2,6,10,0,0,0,0,0,351.7368421052632,0.0,0.0,0.0,0.10526315789473684,0.2673292765841876,0.25425505012745003,0.24254199474381796,0.11817221353497567,0.14420566552829217,0.18913856711629415,0.2539394206328362,0.07581019295688399,0.14688751511149767,0.14258158676114843,0.0,0.2351190466516379,0.14461477991574287,0.17283144579497975,0.0,0.0659529836404344,0.06727135354885082,0.07473171287592614,0.20309835762008432,0.07757457474328253,0.2140154909276289,0.18058159971875273,0.24289241631332648,0.266414771799033,0.0,0.33604238048013213,0.23660396606296627,0.08293693498428964,0.1987605597967788,0.17585095241280826
7016722-CN,38,5,5,5,30,0,1,0,0,1,427.07894736842104,0.0,0.05263157894736842,0.0,0.05263157894736842,0.1914526158504812,0.22493330791686328,0.2145710504437743,0.1696064193224152,0.12939687536377564,0.11219770432760279,0.0,0.12554790678455444,0.14412831287869207,0.16510219940149062,0.17642836009070453,0.24136600446065953,0.17959082615587302,0.12472383977704127,0.16936606663906695,0.2216152352953048,0.18038059618412716,0.22248158062430634,0.1768455350098537,0.2021729659613891,0.19551328511712168,0.2518045546097532,0.2246385485254002,0.19476396865210327,0.1903633158115555,0.0,0.27679917870092424,0.20925256341722237,0.15684832091863943,0.06612446569854549
7016838-CN,30,3,3,7,12,0,0,0,0,0,307.43333333333334,0.0,0.0,0.0,0.3333333333333333,0.21770018453492135,0.24634859180565158,0.23499977219301085,0.22544459971436265,0.18762799469368108,0.2238636034877332,0.22000225039738322,0.20700227926313583,0.13614851623838586,0.1758074434678568,0.07422817203092315,0.15951790748208747,0.2170293588442985,0.18085200189009723,0.1355704429984272,0.1706634316158726,0.10557301065010637,0.19337973607790584,0.18824976390565354,0.07190306978169421,0.2188826124859431,0.1346129272541567,0.19447356850338304,0.21330691241894395,0.2084872854800329,0.0,0.15622939966342983,0.1834425273975353,0.06599032118149592,0.23917319554091385
7017201-CN,37,3,3,6,17,0,0,0,0,0,395.2972972972973,0.0,0.0,0.0,0.13513513513513514,0.17364077405736045,0.20400658159964535,0.20205179573354845,0.20535523263872993,0.12586246990506222,0.1356972942387579,0.27162225710553795,0.0,0.1582684293282527,0.1859116991640892,0.18108494972902006,0.1413300682290333,0.17972669248914436,0.18500642708222323,0.1766773654208103,0.13210021933075478,0.20088309611238273,0.097122929108233,0.1764199602491315,0.19037708365966316,0.22287912812227031,0.2148403744008523,0.16104775607225313,0.17664405432645697,0.17265281731882473,0.31588529465880716,0.18984388426199852,0.1519127130383374,0.18047969694613597,0.134979199503568
